date,open,high,low,close,adj_close,volume
2020-03-09,193.4800,201.1600,192.1100,193.5700,186.5472,116424000
2020-03-10,201.1100,204.3000,193.6800,204.1100,196.7047,100599200
2020-03-11,199.3500,200.7500,192.7300,195.2200,188.1373,89168800
2020-03-12,182.0900,190.7800,176.9400,177.3200,170.8867,137820700
2020-03-13,187.0700,194.4800,178.1300,192.3400,185.3618,134882000
2020-03-16,174.1500,184.6800,169.1600,169.3000,163.1577,92054400
2020-03-17,175.4700,184.3900,169.7800,182.1400,175.5319,121257100
2020-03-18,171.6100,179.2200,166.8000,176.6000,170.1929,114156300
2020-03-19,175.6900,183.4900,171.6300,177.6600,171.2144,120896500
2020-03-20,181.7400,182.8700,170.1000,170.7000,164.5069,118983900
2020-03-23,170.9200,174.2100,164.9300,170.4600,164.6257,124639800
2020-03-24,179.9100,183.8300,177.9500,183.6600,177.3738,94881800
2020-03-25,184.4200,189.5100,179.9800,182.3000,176.0604,88754900
2020-03-26,183.8700,192.7200,183.6100,191.9000,185.3318,79887600
2020-03-27,186.9300,190.5100,184.6600,185.3000,178.9578,58845000
2020-03-30,187.0600,192.4900,186.3400,192.0400,185.4670,49356900
2020-03-31,191.7200,195.2500,189.2000,190.4000,183.8832,62659300
2020-04-01,184.7700,187.6600,180.8600,182.3100,176.0700,53715400
2020-04-02,181.2400,190.1000,180.9700,186.0100,179.6434,56465300
2020-04-03,185.5500,187.0700,181.2900,183.3700,177.0938,47487600
2020-04-06,190.4800,197.6500,189.1900,196.4800,189.7551,64763500
2020-04-07,202.3700,202.6600,196.0000,196.4000,189.6778,69904500
2020-04-08,198.1500,201.1700,196.1700,200.5700,193.7051,45940400
2020-04-09,202.3500,203.2200,199.0300,200.8600,193.9852,68252600
2020-04-13,200.0000,203.4200,198.7500,203.0300,196.0809,42853900
2020-04-14,207.2300,212.5000,206.4200,211.8600,204.6087,63959600
2020-04-15,208.4800,211.8300,207.1200,209.4300,202.2618,47036000
2020-04-16,211.6900,214.3700,209.6900,213.2500,205.9511,64657400
2020-04-17,216.1700,216.5100,212.0800,215.2900,207.9212,62863200
2020-04-20,213.3600,215.8800,212.5700,212.7400,205.4586,38249100
2020-04-21,210.6000,211.1600,203.6300,204.8900,197.8772,72932800
2020-04-22,209.1000,212.3500,208.3300,210.9700,203.7491,40089100
2020-04-23,211.7900,214.4400,210.1000,210.5200,203.3145,43278500
2020-04-24,210.9700,214.3000,209.5000,213.8400,206.5209,34231900
2020-04-27,216.1900,216.6300,214.5000,215.5600,208.1820,36451700
2020-04-28,217.3200,217.3200,211.2100,211.5000,204.2610,46862800
2020-04-29,216.1900,219.9700,215.1400,219.0000,211.5043,48716400
2020-04-30,219.9500,220.0400,217.3500,218.9100,211.4173,43359500
2020-05-01,214.5000,216.6700,211.6800,212.7400,205.4586,48795000
2020-05-04,211.4600,215.4500,211.1200,215.2200,207.8537,32841000
2020-05-05,217.4400,220.1400,216.8500,217.6600,210.2101,37783100
2020-05-06,219.4000,221.0400,218.1100,219.0000,211.5043,36455200
2020-05-07,221.8200,222.7300,220.4200,221.8200,214.2277,38624800
2020-05-08,223.5500,225.0000,222.4800,224.8600,217.1637,31852300
2020-05-11,223.4900,227.9300,223.2500,226.8700,219.1049,35714100
2020-05-12,227.4900,228.1000,222.0900,222.1200,214.5175,41054100
2020-05-13,222.6600,224.6100,216.7100,219.3400,211.8326,65521200
2020-05-14,217.9700,221.8700,215.9900,221.8300,214.2374,51549300
2020-05-15,218.7800,223.3300,218.3300,223.2700,215.6282,55747200
2020-05-18,226.2800,228.6800,225.4700,227.4300,219.6457,42398100
2020-05-19,227.7000,229.8500,226.7100,226.8600,219.0953,36237300
2020-05-20,229.5000,231.7600,229.4800,231.3900,223.4702,37417000
2020-05-21,231.4400,232.1400,228.3400,228.8700,221.0365,43642900
2020-05-22,228.4500,229.8700,227.5000,229.6600,221.7994,28762400
2020-05-26,233.3600,233.5700,228.7900,229.0400,221.2006,33055300
2020-05-27,228.6900,230.4100,223.9400,230.2900,222.4079,55665600
2020-05-28,229.1100,233.4700,229.0500,229.9900,222.1181,42784300
