date,open,high,low,close,adj_close,volume
2022-03-25,129.5000,129.5200,127.6500,128.6600,110.3720,25684500
2022-03-28,129.3900,130.5600,129.0400,129.7600,111.3157,17657800
2022-03-29,130.5600,131.5500,129.7400,130.7400,112.1564,19319700
2022-03-30,130.0700,132.0100,129.9900,131.7600,113.0314,16310200
2022-03-31,131.9800,132.6700,131.6600,132.0800,113.3059,19901000
2022-04-01,130.0100,132.9600,129.7100,132.3800,113.7372,23489700
2022-04-04,131.9300,131.9800,130.7100,131.4600,112.9468,13609900
2022-04-05,130.7600,130.7800,128.2900,128.4900,110.3950,25196900
2022-04-06,126.4300,128.3000,126.4000,127.4500,109.5015,22952000
2022-04-07,126.1100,126.6700,125.4100,126.4900,108.6767,23458800
2022-04-08,125.4500,125.8300,124.2600,125.1200,107.4996,26859200
2022-04-11,123.9200,124.1900,122.5600,123.1400,105.7985,30020700
2022-04-12,124.0500,124.1600,122.6700,122.9700,105.6524,23124200
2022-04-13,123.0500,124.3000,122.8900,123.2200,105.8672,17189500
2022-04-14,122.8600,122.9300,120.3800,120.7500,103.7450,34274500
2022-04-18,120.8700,121.0800,119.6900,120.1500,103.2295,18784300
2022-04-19,119.1500,119.7200,118.6700,119.2500,102.4563,26012300
2022-04-20,120.2200,121.9700,119.9200,121.6500,104.5183,31423200
2022-04-21,120.8300,120.9100,119.1700,120.7500,103.7450,23323200
2022-04-22,120.0700,121.4400,119.8100,119.9900,103.0921,19773400
2022-04-25,121.3800,122.1900,121.1300,121.1900,104.1231,25418900
2022-04-26,122.4400,123.0300,121.7600,122.4100,105.1713,26931300
2022-04-27,122.1900,122.3200,120.7700,120.8400,103.8223,14560500
2022-04-28,120.3900,121.0700,120.0100,121.0200,103.9770,16892500
2022-04-29,119.3100,120.9700,119.1100,119.4500,102.6281,26153400
2022-05-02,117.8600,118.2700,116.9300,117.1800,100.8492,29233900
2022-05-03,119.0400,119.3100,117.8900,117.9700,101.5291,21256700
2022-05-04,117.9700,118.9700,117.3500,118.6200,102.0885,25575700
2022-05-05,116.3500,116.4700,114.0200,115.3700,99.2914,48384500
2022-05-06,114.1400,115.0400,113.3100,113.6700,97.8284,32790500
2022-05-09,112.8600,114.7100,112.6200,114.6700,98.6890,26773000
2022-05-10,115.8900,116.9600,115.4800,115.7100,99.5840,33640800
2022-05-11,114.7400,117.9400,114.4400,117.9400,101.5033,34173600
